Ligand_inchi,Base_inchi,Solvent_inchi,Product_inchi,Electrophile_inchi,Nucleophile_inchi,Precatalyst_inchi,Base,Electrophile,Electrophile_PCI_Name,Ligand,Nucleophile,Nucleophile_PCI_Name,Precatalyst,Product,Solvent,Screen_ID,umol_Screen,Entry,Well,Row,Column,Base_Equiv,Electrophile_Equiv,Ligand_Equiv,Nucleophile_Equiv,Precatalyst_Equiv,Concentration,Time_h,Temp_C,SampleName,Vial,AP_ISO,AP_PDT,AP_STD,Mean_AP,Max_AP,SD_AP,Z_Score_AP,RelYield_PDT,Mean_RY,Max_RY,SD_RY,Z_Score_RY,Yield,Mean_Yield,Max_Yield,SD_Yield,Z_Score_Yield,Product_MW,Solvent_density,Solvent_mass,Product_mg,Base_Cost,Base_amt,Base_MW,Base_price.mol,Solvent_Cost,Solvent_amt,Solvent_MW,Solvent_price.mol,Ligand_Cost,Ligand_amt,Ligand_MW,Ligand_price.mol,Ligand_dol,Base_dol,Solvent_dol,reagent_cost,Nucleophile_MW,Electrophile_MW,Precatalyst_MW,Nucleophile_mg,Electrophile_mg,Precatalyst_mg,Ligand_mg,Base_mg,Total_mg,PMI
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,11,11,A,11,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_11,"4:A,11",1.129,63.364,28.227,21.97457292,70.656,23.36701148,1.77127602,2.244801077,0.754785936,3.101395839,0.911052902,1.63548696,63.13,21.15354167,95.07,28.69721336,1.635575474,201.204,0.937,0.14055,1.905301278,44,25,140.22,246.7872,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72e-5,0.00198,0.2887792699724518,0.2907964699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,6.309900000000001,154.92387315300002,81.31200820671471
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.K/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,12,12,A,12,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_12,"4:A,12",1.15,66.911,24.42,21.97457292,70.656,23.36701148,1.923071212,2.74000819,0.754785936,3.101395839,0.911052902,2.179041689,77.41,21.15354167,95.07,28.69721336,2.179182262,201.204,0.937,0.14055,2.336280246,44,25,140.22,246.7872,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35e-4,0.00198,0.2887792699724518,0.2911942699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,6.309900000000001,155.51567462100002,66.56550509608684
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,13,13,B,1,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_13,"4:B,1",0,16.165,73.634,21.97457292,70.656,23.36701148,-0.248622847,0.219531738,0.754785936,3.101395839,0.911052902,-0.587511655,4.74,21.15354167,95.07,28.69721336,-0.587636906,201.204,0.937,0.14055,0.14305604400000002,167,25,191.95,1282.226,179,1874,87.12,8.32149413,29.7,0.1,536.77,159420.69,2.2275e-5,0.007514999999999999,0.2887792699724518,0.2963165449724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,8.63775,155.69533791900002,1088.3520441750786
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,14,14,B,2,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_14,"4:B,2",0,1.976,83.593,21.97457292,70.656,23.36701148,-0.855846411,0.023638343,0.754785936,3.101395839,0.911052902,-0.802530338,0,21.15354167,95.07,28.69721336,-0.80264036,201.204,0.937,0.14055,0,167,25,191.95,1282.226,179,1874,87.12,8.32149413,102,1,222.31,22675.62,7.65e-5,0.007514999999999999,0.2887792699724518,0.29637076997245176,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,8.63775,155.31643687500002,Inf
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,15,15,B,3,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_15,"4:B,3",1.446,43.202,40.311,21.97457292,70.656,23.36701148,0.908435685,1.071717397,0.754785936,3.101395839,0.911052902,0.347873829,29.31,21.15354167,95.07,28.69721336,0.347994009,201.204,0.937,0.14055,0.8845933859999999,167,25,191.95,1282.226,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.5000000000000001e-4,0.007514999999999999,0.2887792699724518,0.29644426997245177,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,8.63775,156.33769526100002,176.7339635761193
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,16,16,B,4,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_16,"4:B,4",1.194,29.18,58.32,21.97457292,70.656,23.36701148,0.308358948,0.500342936,0.754785936,3.101395839,0.911052902,-0.279284551,12.83,21.15354167,95.07,28.69721336,-0.279244593,201.204,0.937,0.14055,0.387217098,167,25,191.95,1282.226,179,1874,87.12,8.32149413,108,5,368.24,7953.984,8.1e-5,0.007514999999999999,0.2887792699724518,0.2963752699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,8.63775,155.81310147300005,402.3921006530555
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,17,17,B,5,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_17,"4:B,5",1.212,63.789,28.556,21.97457292,70.656,23.36701148,1.789464054,2.233821263,0.754785936,3.101395839,0.911052902,1.623435175,62.82,21.15354167,95.07,28.69721336,1.623379167,201.204,0.937,0.14055,1.895945292,167,25,191.95,1282.226,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72e-5,0.007514999999999999,0.2887792699724518,0.2963314699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,8.63775,157.24236716700003,82.93613103209732
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C2H4O2.Cs/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOAc,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,18,18,B,6,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_18,"4:B,6",0.896,70.656,22.782,21.97457292,70.656,23.36701148,2.083339889,3.101395839,0.754785936,3.101395839,0.911052902,2.575712012,87.83,21.15354167,95.07,28.69721336,2.575736445,201.204,0.937,0.14055,2.650762098,167,25,191.95,1282.226,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35e-4,0.007514999999999999,0.2887792699724518,0.2967292699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,8.63775,158.15800647300003,59.66510785420172
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,19,19,B,7,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_19,"4:B,7",0,2.276,84.866,21.97457292,70.656,23.36701148,-0.843007799,0.02681875,0.754785936,3.101395839,0.911052902,-0.799039425,0,21.15354167,95.07,28.69721336,-0.799155701,201.204,0.937,0.14055,0,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,29.7,0.1,536.77,159420.69,2.2275e-5,0.01053,0.2887792699724518,0.2993315449724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,10.531349999999998,157.44588187500003,Inf
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,20,20,B,8,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_20,"4:B,8",0,0.902,84.279,21.97457292,70.656,23.36701148,-0.901808643,0.010702547,0.754785936,3.101395839,0.911052902,-0.81672907,0,21.15354167,95.07,28.69721336,-0.816578996,201.204,0.937,0.14055,0,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,102,1,222.31,22675.62,7.65e-5,0.01053,0.2887792699724518,0.29938576997245175,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,10.531349999999998,157.21003687500001,Inf
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,21,21,B,9,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_21,"4:B,9",1.021,18.633,58.317,21.97457292,70.656,23.36701148,-0.143003863,0.319512321,0.754785936,3.101395839,0.911052902,-0.477769858,7.62,21.15354167,95.07,28.69721336,-0.47787015,201.204,0.937,0.14055,0.229976172,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,200,0.25,404.53,323624,1.5000000000000001e-4,0.01053,0.2887792699724518,0.29945926997245176,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,10.531349999999998,157.576678047,685.1869768795003
"InChI=1S/C18H33P.BF4/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18;2-1(3,4)5/h16-18H,1-15H2;/q;-1/p+1","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PCy3 HBF4,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,22,22,B,10,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_22,"4:B,10",2.451,22.104,61.036,21.97457292,70.656,23.36701148,0.00553888,0.36214693,0.754785936,3.101395839,0.911052902,-0.430972785,8.85,21.15354167,95.07,28.69721336,-0.430827255,201.204,0.937,0.14055,0.26709830999999995,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,108,5,368.24,7953.984,8.1e-5,0.01053,0.2887792699724518,0.2993902699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.27618,10.531349999999998,157.58658268500002,589.9946828005017
InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,"InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,PPh3,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,23,23,B,11,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_23,"4:B,11",1.231,56.165,30.193,21.97457292,70.656,23.36701148,1.463192121,1.860199384,0.754785936,3.101395839,0.911052902,1.21333618,52.05,21.15354167,95.07,28.69721336,1.213234815,201.204,0.937,0.14055,1.57090023,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,49.6,100,262.29,130.09584,3.72e-5,0.01053,0.2887792699724518,0.2993464699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.19671750000000002,10.531349999999998,158.81092210500003,101.09548593356566
"InChI=1S/C33H49P/c1-23(2)26-21-30(24(3)4)33(31(22-26)25(5)6)29-19-13-14-20-32(29)34(27-15-9-7-10-16-27)28-17-11-8-12-18-28/h13-14,19-25,27-28H,7-12,15-18H2,1-6H3","InChI=1S/C5H10O2.Cs/c1-5(2,3)4(6)7;/h1-3H3,(H,6,7);/q;+1/p-1",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,"InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",CsOPiv,1-Bromo-2-fluorobenzene,7,X-Phos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,DMAc,ReqID_A24A8_090_001,15,24,24,B,12,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_24,"4:B,12",1.348,46.087,43.213,21.97457292,70.656,23.36701148,1.03190034,1.066507764,0.754785936,3.101395839,0.911052902,0.342155573,29.16,21.15354167,95.07,28.69721336,0.342070089,201.204,0.937,0.14055,0.880066296,234,25,234.03,2190.5208,179,1874,87.12,8.32149413,580,25,476.72,11059.904,4.35e-4,0.01053,0.2887792699724518,0.2997442699724518,107.116,175,365.85,3.21348,2.625,0.123474375,0.35754,10.531349999999998,158.28091067100002,179.85112188752655
"InChI=1S/C35H53O2P/c1-23(2)26-21-29(24(3)4)33(30(22-26)25(5)6)34-31(36-7)19-20-32(37-8)35(34)38(27-15-11-9-12-16-27)28-17-13-10-14-18-28/h19-25,27-28H,9-18H2,1-8H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,BrettPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_001,15,25,25,C,1,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_25,"4:C,1",0.548,34.561,49.747,21.97457292,70.656,23.36701148,0.538640857,0.694735361,0.754785936,3.101395839,0.911052902,-0.065913379,18.44,21.15354167,95.07,28.69721336,-0.065983468,201.204,0.794,0.1191,0.5565302639999999,100,36.2,98.14,271.1049724,202,794,69.11,17.58214106,29.7,0.1,536.77,159420.69,2.2275e-5,0.0045,0.34811459991318183,0.35263687491318185,107.116,175,365.85,3.21348,2.625,0.123474375,0.4025775,4.4163,130.43736213900002,234.376044891963
"InChI=1S/C14H23P/c1-13(2,3)15(14(4,5)6)12-10-8-7-9-11-12/h7-11H,1-6H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,PPhtBu2,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_001,15,26,26,C,2,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_26,"4:C,2",0,0,86.122,21.97457292,70.656,23.36701148,-0.940410071,0,0.754785936,3.101395839,0.911052902,-0.828476519,0,21.15354167,95.07,28.69721336,-0.828426836,201.204,0.794,0.1191,0,100,36.2,98.14,271.1049724,202,794,69.11,17.58214106,102,1,222.31,22675.62,7.65e-5,0.0045,0.34811459991318183,0.3526910999131818,107.116,175,365.85,3.21348,2.625,0.123474375,0.1667325,4.4163,129.644986875,Inf
"InChI=1S/C26H33N2P/c1-26(2,3)29(20-14-9-8-10-15-20)24-19-12-11-16-21(24)25-22(27(4)5)17-13-18-23(25)28(6)7/h8-19H,1-7H3","InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1","InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3","InChI=1S/C11H8FN3/c1-15-7-14-10(6-13)11(15)8-4-2-3-5-9(8)12/h2-5,7H,1H3",InChI=1S/C6H4BrF/c7-5-3-1-2-4-6(5)8/h1-4H,"InChI=1S/C5H5N3/c1-8-3-5(2-6)7-4-8/h3-4H,1H3","InChI=1S/2C3H5.2ClH.2Pd/c2*1-3-2;;;;/h2*3H,1-2H2;2*1H;;/q2*-1;;;2*+2/p-2",KOAc,1-Bromo-2-fluorobenzene,7,tBPh-CPhos,1-Methyl-1H-imidazole-4-carbonitrile,C,[(Allyl)PdCl]2,C7,BuCN,ReqID_A24A8_090_001,15,27,27,C,3,3,1,0.05,2,0.0225,0.1,24,105,A24A8_090_001_27,"4:C,3",0,15.644,58.083,21.97457292,70.656,23.36701148,-0.270919237,0.269338705,0.754785936,3.101395839,0.911052902,-0.532841979,6.17,21.15354167,95.07,28.69721336,-0.53292776100000006,201.204,0.794,0.1191,0.18621430199999997,100,36.2,98.14,271.1049724,202,794,69.11,17.58214106,200,0.25,404.53,323624,1.5000000000000001e-4,0.0045,0.34811459991318183,0.3527645999131818,107.116,175,365.85,3.21348,2.625,0.123474375,0.3033975,4.4163,129.967866177,697.9478202324117
